System,3wrobotNI
Controller,MPC
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,15
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[105, 105, 10, 10, 5]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quadratic
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,1915.5362799999998,191.553628,-0.22000000000000003,-0.284
0.0011,-3.0000001847690716,-3.0001999478407635,1.5697418854166667,1915.654263610324,383.11905436103245,-0.22000000000000003,-0.284
0.009625025278351221,-3.00000443277506,-3.0020754481330694,1.567320778237615,1916.7630014790582,574.7953545089383,-0.22000000000000003,-0.284
0.05962502527835122,-3.0001207606633944,-3.0130747405936202,1.553120778237615,1923.34023846945,767.1293783558833,-0.22000000000000003,-0.284
0.10962502527835122,-3.0003932615277176,-3.0240712723236376,1.538920778237615,1995.483397467613,966.6777181026446,2.2,-1.8935212457072892
0.1596250252783512,-2.992847795741673,-2.925015890935757,1.4515797737126355,1926.247820458002,1159.3025001484448,2.2,-1.8935212457072892
0.2096250252783512,-2.974618189690413,-2.8165786007160696,1.356903711427271,1846.7931711476954,1343.9818172632145,2.2,-1.8935212457072892
0.2596250252783512,-2.946219138435403,-2.7103502695854895,1.2622276491419067,1759.3444942606404,1519.9162666892785,2.2,-1.56593099132197
0.3096250252783512,-2.908585218612655,-2.607000534694368,1.1824381752394166,1676.5558747225668,1687.5718541615352,2.2,-1.56593099132197
0.35962502527835116,-2.8629905440736185,-2.5069258351906454,1.104141625673318,1593.3981464964916,1846.9116688111844,2.2,-1.56593099132197
0.40962502527835115,-2.8097080534083685,-2.4107239848155686,1.0258450761072195,1503.0757381400383,1997.2192426251881,2.199999984825153,-1.0016948226823292
0.45962502527835114,-2.750088417671854,-2.318236958120663,0.9731889461837298,1421.2948635669813,2139.3487289818863,2.199999984825153,-1.0016948226823292
0.5096250252783512,-2.6859442566559553,-2.2288893377446275,0.9231042050496132,1338.6942919337155,2273.218158175258,2.1999999925388543,-0.726282920334716
0.5596250252783512,-2.6178819217710645,-2.1424672234631847,0.8855349266654078,1260.4436689317322,2399.2625250684314,2.1999999925388543,-0.726282920334716
0.6096250252783513,-2.546734695305645,-2.0585819301385944,0.849220780648672,1183.017740421467,2517.564299110578,2.1999999972056012,-0.5340745655924968
0.6596250252783513,-2.4729028266224438,-1.9770380818078677,0.8216411028357168,1109.0895556215612,2628.473254672734,2.1999999972056012,-0.5340745655924968
0.7096250252783514,-2.39692406860791,-1.8974987249748507,0.7949373745560919,1036.7668814287854,2732.1499428156126,2.2,-0.3858121120572937
0.7596250252783514,-2.3190802897571037,-1.819776639420367,0.7749710937092517,967.5706997004971,2828.907012785662,2.2,-0.3858121120572937
0.8096250252783515,-2.239754283085917,-1.7435729030176779,0.755680488106387,900.4537802522573,2918.9523908108877,2.2,-0.2849385876268338
0.8596250252783515,-2.1591254999247216,-1.668745484265466,0.740973848652771,836.1824860840309,3002.5706394192907,2.2,-0.2849385876268338
0.9096250252783515,-2.077440060881307,-1.5950753791806067,0.7267269192714293,774.1821451498621,3079.988853934277,2.1999999999888225,-0.19922071028622282
0.9596250252783516,-1.9948393200170642,-1.5224305658593658,0.7163752423890294,714.9341470932685,3151.4822686436037,2.1999999999888225,-0.19922071028622282
1.0096250252783516,-1.9115199433752883,-1.4506128700793322,0.7064142068747182,658.1275885136467,3217.2950274949685,2.1999999999909314,-0.15989243720004598
1.0596250252783517,-1.827546122552286,-1.3795608763714713,0.6982403546035159,603.9300932603635,3277.688036821005,2.1999999999909314,-0.15989243720004598
1.1096250252783517,-1.7430071428806968,-1.309182637763724,0.6902457327435135,552.2179212414012,3332.909828945145,2.2,-0.1342059718553202
1.1596250252783518,-1.6579446883843485,-1.2394377028060304,0.6834183734362859,503.0842358782023,3383.218252532965,2.2,-0.1342059718553202
1.2096250252783518,-1.5724162229977354,-1.1702651923315819,0.6767080748435198,456.47567879560944,3428.865820412526,2.2,-0.13033322173932535
1.2596250252783519,-1.486430938583866,-1.1016613400760527,0.6701737645047228,412.4054000464842,3470.106360417174,2.2,-0.13033322173932535
1.309625025278352,-1.4000004168281988,-1.0336192789054692,0.6636571034177565,370.8806300814418,3507.1944234253183,2.2,-0.1395525590113665
1.359625025278352,-1.3131156224955014,-0.9661582800437696,0.6567214906761103,331.8723240613744,3540.3816558314556,2.2,-0.1395525590113665
1.409625025278352,-1.2257622399656047,-0.899305176393707,0.649743862725542,295.45586135780445,3569.927241967236,2.1999999999999837,-0.17532211431457984
1.459625025278352,-1.1378960404373746,-0.8331274043898225,0.6411407693061166,261.499714512282,3596.0772134184645,2.1999999999999837,-0.17532211431457984
1.509625025278352,-1.0494532639169882,-0.7677225284509284,0.6323746635903876,228.86657366625982,3618.9638707850904,2.1681855233816614,-0.25634286564483905
1.5596250252783521,-0.961504949553934,-0.7040893619349459,0.6199267555030101,200.3064625324386,3638.9945170383344,2.1681855233816614,-0.25634286564483905
1.6096250252783522,-0.8728671512285217,-0.6416734106361733,0.6071096122207682,161.1818032606525,3655.1126973643995,1.8450922217847072,-0.20973186217551734
1.6596250252783522,-0.7956031986029908,-0.5886167459087298,0.5964105991743066,140.66332930214355,3669.1790302946138,1.8450922217847072,-0.20973186217551734
1.7096250252783523,-0.7190054065915796,-0.5372006634828097,0.5859240060655307,112.03831846931655,3680.3828621415455,1.5449328277522556,-0.1754851814889854
1.7596250252783523,-0.6533103434393887,-0.494022127928968,0.5769936748785778,97.79295478725332,3690.162157620271,1.5449328277522556,-0.1754851814889854
1.8096250252783523,-0.5883854030206696,-0.45216812650717403,0.5682194158041285,77.90726577341773,3697.952884197613,1.292909655485823,-0.16957137653555593
1.8596250252783524,-0.5327824617605611,-0.416995120583438,0.5597138960433181,68.0556411111796,3704.7584483087307,1.292909655485823,-0.16957137653555593
1.9096250252783524,-0.4778565756038513,-0.38290464627599424,0.5512353272165403,54.447945351405586,3710.2032428438715,1.088765762500989,-0.19190141325715127
1.9596250252783525,-0.4305560201476052,-0.35412404798130187,0.5417420210439504,47.60522821526278,3714.9637656653977,1.088765762500989,-0.19190141325715127
2.0096250252783525,-0.3837787055395295,-0.326278270642701,0.5321469503810928,38.235887942624665,3718.78735445966,0.9219341181137771,-0.22863967183698322
2.0596250252783523,-0.34327207726034165,-0.30272459142398644,0.5208823937489174,33.46936957462912,3722.1342914171228,0.9219341181137771,-0.22863967183698322
2.109625025278352,-0.3031584466096841,-0.2800138056728368,0.5094504101570683,29.23924427061205,3725.058215844184,0.9219341181137771,-0.22863967183698322
2.159625025278352,-0.2627878134857334,-0.2577630723234983,0.49801842656521916,22.30417053104753,3727.2886328972886,0.7197968826558055,-0.28825393574934527
2.209625025278352,-0.2302419796244855,-0.24035093330312562,0.48387740936589424,19.569794386845565,3729.245612335973,0.7197968826558055,-0.28825393574934527
2.2596250252783516,-0.1982642995290615,-0.2238380766502313,0.46946471257842703,17.18878113150209,3730.9644904491233,0.7197968826558055,-0.28825393574934527
2.3096250252783515,-0.1660519541146857,-0.20778780369213945,0.45505201579095983,13.494718769117043,3732.313962326035,0.5710231144840682,-0.3833207608827389
2.3596250252783513,-0.13968352872331755,-0.19517652833106836,0.43631922499677983,11.94765603022382,3733.5087279290574,0.5710231144840682,-0.3833207608827389
2.409625025278351,-0.11369319601113509,-0.18335933130554924,0.417153186952643,10.622928470801607,3734.5710207761376,0.5710231144840682,-0.3833207608827389
2.459625025278351,-0.08748116177670598,-0.1720424058695929,0.3979871489085061,8.647811378277506,3735.4358019139654,0.45183503719744444,-0.4713624166575307
