System,3wrobotNI
Controller,MPC
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,15
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[100.0, 100.0, 10.0, 10.0, 5.0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quadratic
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,1825.5362799999998,182.553628,-0.22000000000000003,-0.284
0.0011,-3.0000001847690716,-3.0001999478407635,1.5697418854166667,1825.6482594321328,365.1184539432133,-0.22000000000000003,-0.284
0.009625025278351221,-3.00000443277506,-3.0020754481330694,1.567320778237615,1826.700583514291,547.7885122946425,-0.22000000000000003,-0.284
0.05962502527835122,-3.0001207606633944,-3.0130747405936202,1.553120778237615,1832.9435186146156,731.082864156104,-0.22000000000000003,-0.284
0.10962502527835122,-3.0003932615277176,-3.0240712723236376,1.538920778237615,1904.7181298582861,921.5546771419326,2.1999999988121166,-1.8920190222212212
0.1596250252783512,-2.9928511429111184,-2.9250163353568346,1.4516480388163644,1838.6593527088332,1105.420612412816,2.1999999988121166,-1.8920190222212212
0.2096250252783512,-2.974633001087263,-2.8165770524878644,1.3570470877053034,1762.8692262083266,1281.7075350336486,2.1999999988121166,-1.8920190222212212
0.2596250252783512,-2.9462531535885907,-2.710343521921462,1.2624461365942423,1678.9087130313223,1449.598406336781,2.2,-1.544930119330317
0.3096250252783512,-2.90868583965894,-2.606966586959443,1.1836178452629893,1600.0163673398602,1609.600043070767,2.2,-1.544930119330317
0.35962502527835116,-2.863261518651826,-2.506813626395248,1.1063713392964734,1520.8127289395625,1761.6813159647234,2.2,-1.544930119330317
0.40962502527835115,-2.8102438796294815,-2.4104647063119016,1.0291248333299574,1434.7608780313267,1905.157403767856,2.2,-0.9988816214681671
0.45962502527835114,-2.750943941815431,-2.317776018620568,0.976692249987646,1356.905924330757,2040.8479962009317,2.2,-0.9988816214681671
0.5096250252783512,-2.687119447527623,-2.2281996883762862,0.9267481689142376,1278.1216384689203,2168.660160047824,2.2,-0.7189630208748709
0.5596250252783512,-2.619386238626419,-2.141518732447839,0.8895243471646652,1203.625749621961,2289.02273501002,2.2,-0.7189630208748709
